"동별(1)",동별(2),2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
"동별(1)",동별(2),세대 (세대),계 (명),계 (명),계 (명),한국인 (명),한국인 (명),한국인 (명),등록외국인 (명),등록외국인 (명),등록외국인 (명),세대당인구 (명),65세이상고령자 (명)
"동별(1)",동별(2),소계,소계,남자,여자,소계,남자,여자,소계,남자,여자,소계,소계
"합계",소계,4446296,9667669,4675560,4992109,9428372,4570048,4858324,239297,105512,133785,2.12,1667411
"합계",종로구,72524,152211,72980,79231,141379,68395,72984,10832,4585,6247,1.95,27958
"합계",중구,63139,130785,63377,67408,120437,58563,61874,10348,4814,5534,1.91,25055
"합계",용산구,109805,233284,113012,120272,218650,105087,113563,14634,7925,6709,1.99,39037
"합계",성동구,133305,288234,139691,148543,281000,136633,144367,7234,3058,4176,2.11,47720
"합계",광진구,169291,351252,168197,183055,337416,162541,174875,13836,5656,8180,1.99,54071
"합계",동대문구,169873,353601,171903,181698,336644,165755,170889,16957,6148,10809,1.98,64468
"합계",중랑구,187413,390140,191422,198718,385318,189537,195781,4822,1885,2937,2.06,74920
"합계",성북구,197082,441984,211246,230738,430397,206961,223436,11587,4285,7302,2.18,77475
"합계",강북구,144313,297702,144037,153665,293660,142567,151093,4042,1470,2572,2.03,66307
"합계",도봉구,138356,313989,152175,161814,311694,151398,160296,2295,777,1518,2.25,66998
"합계",노원구,217540,508014,244010,264004,503734,242145,261589,4280,1865,2415,2.32,92040
"합계",은평구,213876,470602,224163,246439,466746,222592,244154,3856,1571,2285,2.18,89650
"합계",서대문구,145797,319554,150094,169460,306337,145816,160521,13217,4278,8939,2.10,55996
"합계",마포구,180084,375585,175006,200579,364638,171043,193595,10947,3963,6984,2.02,55914
"합계",양천구,181187,444010,216975,227035,440881,215682,225199,3129,1293,1836,2.43,72393
"합계",강서구,273697,574638,275585,299053,569166,273203,295963,5472,2382,3090,2.08,97128
"합계",구로구,183655,418418,206632,211786,395315,194274,201041,23103,12358,10745,2.15,75890
"합계",금천구,119583,242818,122775,120043,229642,115786,113856,13176,6989,6187,1.92,42928
"합계",영등포구,188832,398085,196264,201821,375675,184660,191015,22410,11604,10806,1.99,64810
"합계",동작구,185773,390432,188080,202352,380596,184030,196566,9836,4050,5786,2.05,68231
"합계",관악구,283623,501226,250687,250539,486752,244748,242004,14474,5939,8535,1.72,82447
"합계",서초구,167749,408451,195168,213283,404325,193159,211166,4126,2009,2117,2.41,62347
"합계",강남구,232777,534103,255363,278740,529102,253072,276030,5001,2291,2710,2.27,81715
"합계",송파구,284853,664514,319743,344771,658801,317180,341621,5713,2563,3150,2.31,103573
"합계",강동구,202169,464037,226975,237062,460067,225221,234846,3970,1754,2216,2.28,78340
