"행정구역별(읍면동)",2022
"전국",51692272
"읍부",5098892
"면부",4506486
"동부",42086894
"서울특별시",9417469
"부산광역시",3295760
"대구광역시",2366852
"인천광역시",2989125
"광주광역시",1468972
"대전광역시",1473662
"울산광역시",1110516
"세종특별자치시",382589
"경기도",13717827
"강원도",1528037
"충청북도",1624993
"충청남도",2193214
"전라북도",1774248
"전라남도",1771431
"경상북도",2620373
"경상남도",3280829
"제주특별자치도",676375
